epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,5528.58,1.65956,1.37954,1.67458,0.77968,0.72637,0.78581,0.36774,0.80235,1.87443,0.8407,0.0030695,0.0030695,0.0030695
41,5671.78,1.64688,1.37757,1.65948,0.79592,0.7131,0.78689,0.38216,0.79349,1.43394,0.82694,0.00302,0.00302,0.00302
42,5820.99,1.635,1.37014,1.65212,0.76092,0.73466,0.79391,0.36781,0.79657,2.08405,0.82174,0.0029705,0.0029705,0.0029705
43,5966.83,1.63656,1.35378,1.65356,0.78365,0.75086,0.80627,0.38872,0.7842,1.61021,0.81341,0.002921,0.002921,0.002921
44,6108.1,1.62302,1.33954,1.64,0.78792,0.73798,0.79164,0.37676,0.78584,1.75127,0.81546,0.0028715,0.0028715,0.0028715
45,6246.24,1.62069,1.34348,1.63434,0.78247,0.72637,0.79708,0.38911,0.79119,1.7024,0.82412,0.002822,0.002822,0.002822
46,6392.42,1.61262,1.3188,1.62813,0.80001,0.74129,0.80837,0.38781,0.77896,1.68183,0.81915,0.0027725,0.0027725,0.0027725
47,6534.46,1.61465,1.31908,1.62194,0.81646,0.75984,0.84077,0.40231,0.77587,1.43475,0.80172,0.002723,0.002723,0.002723
48,6667.82,1.60534,1.31669,1.62778,0.79541,0.76285,0.83291,0.39148,0.78048,1.78906,0.81161,0.0026735,0.0026735,0.0026735
49,6811.44,1.59998,1.2956,1.61917,0.81251,0.77944,0.83725,0.40789,0.77754,1.42425,0.81024,0.002624,0.002624,0.002624
50,6946.77,1.60268,1.29638,1.6066,0.80671,0.76119,0.82838,0.39909,0.77402,1.274,0.80629,0.0025745,0.0025745,0.0025745
51,7088.71,1.59549,1.29413,1.62675,0.80446,0.77446,0.83749,0.40934,0.77597,1.44545,0.81706,0.002525,0.002525,0.002525
52,7237.15,1.59925,1.293,1.61635,0.824,0.76451,0.83212,0.409,0.77405,1.52435,0.80831,0.0024755,0.0024755,0.0024755
53,7378.58,1.57701,1.24937,1.59997,0.82969,0.75954,0.83337,0.41366,0.76901,1.36876,0.79473,0.002426,0.002426,0.002426
54,7510.86,1.57106,1.26248,1.59625,0.82207,0.77387,0.84044,0.4099,0.77227,1.52423,0.79987,0.0023765,0.0023765,0.0023765
55,7656.7,1.57228,1.2737,1.59387,0.81395,0.76907,0.83856,0.42083,0.75536,1.41919,0.79176,0.002327,0.002327,0.002327
56,7794.6,1.5702,1.22757,1.58451,0.82342,0.75787,0.84658,0.41523,0.77205,1.33451,0.79677,0.0022775,0.0022775,0.0022775
57,7929.97,1.56119,1.24372,1.58705,0.81965,0.78386,0.85044,0.4178,0.77108,1.32641,0.80454,0.002228,0.002228,0.002228
58,8069.97,1.55968,1.23211,1.58374,0.8242,0.77446,0.84443,0.41786,0.77467,1.32522,0.80105,0.0021785,0.0021785,0.0021785
59,8202.04,1.54426,1.20287,1.5753,0.81894,0.77114,0.83875,0.42658,0.76308,1.31911,0.79471,0.002129,0.002129,0.002129
60,8338.48,1.53687,1.20183,1.57177,0.82619,0.78441,0.84305,0.42569,0.76353,1.23045,0.79468,0.0020795,0.0020795,0.0020795
61,8473.63,1.53483,1.19982,1.56549,0.82259,0.78441,0.84429,0.42632,0.76451,1.18126,0.79203,0.00203,0.00203,0.00203
62,8608.14,1.52335,1.18787,1.54554,0.81973,0.78441,0.84268,0.42336,0.76369,1.23576,0.79249,0.0019805,0.0019805,0.0019805
63,8744.82,1.52522,1.1768,1.5511,0.8321,0.78607,0.84529,0.42963,0.76439,1.2001,0.79174,0.001931,0.001931,0.001931
64,8876.47,1.53212,1.18573,1.56208,0.82037,0.79602,0.85082,0.43128,0.75804,1.25249,0.78559,0.0018815,0.0018815,0.0018815
65,9009.83,1.51599,1.15922,1.54733,0.81864,0.80763,0.85613,0.43612,0.7592,1.11686,0.78571,0.001832,0.001832,0.001832
66,9151.31,1.50279,1.1489,1.54522,0.83232,0.80431,0.86199,0.43253,0.76102,1.06766,0.7858,0.0017825,0.0017825,0.0017825
67,9283.67,1.50405,1.15603,1.54044,0.8232,0.80302,0.85979,0.43581,0.75756,1.07741,0.78173,0.001733,0.001733,0.001733
68,9417.08,1.50897,1.14046,1.54207,0.84336,0.78773,0.86221,0.43706,0.76172,1.05989,0.78515,0.0016835,0.0016835,0.0016835
69,9554.94,1.49142,1.13256,1.53269,0.83627,0.78775,0.85717,0.43847,0.75831,1.06209,0.78361,0.001634,0.001634,0.001634
70,9700.48,1.49352,1.13046,1.53832,0.84134,0.79148,0.86449,0.4434,0.75392,1.09041,0.78108,0.0015845,0.0015845,0.0015845
71,9842.43,1.48944,1.12007,1.51899,0.83999,0.78109,0.86381,0.44659,0.75147,1.06304,0.77659,0.001535,0.001535,0.001535
72,9986.06,1.47839,1.11821,1.51691,0.83026,0.79768,0.86197,0.44875,0.75409,0.9868,0.77753,0.0014855,0.0014855,0.0014855
73,10123.7,1.46299,1.11924,1.50302,0.8336,0.80431,0.86678,0.44496,0.75368,1.00152,0.77774,0.001436,0.001436,0.001436
74,10261.4,1.45477,1.08509,1.50728,0.8658,0.80431,0.87189,0.44451,0.7525,1.01834,0.77846,0.0013865,0.0013865,0.0013865
75,10400.7,1.45256,1.08096,1.49475,0.85806,0.80929,0.87397,0.44603,0.74981,0.98494,0.7782,0.001337,0.001337,0.001337
76,10539.7,1.46613,1.09186,1.51256,0.85236,0.81095,0.86744,0.44652,0.74909,1.00096,0.77763,0.0012875,0.0012875,0.0012875
77,10679.9,1.44403,1.07558,1.49028,0.85616,0.80265,0.86331,0.44496,0.748,1.01948,0.7781,0.001238,0.001238,0.001238
78,10818.7,1.43837,1.06472,1.48944,0.84953,0.801,0.85958,0.44463,0.74615,1.0167,0.77661,0.0011885,0.0011885,0.0011885
79,10958.6,1.42202,1.04034,1.47094,0.84432,0.80049,0.85749,0.44847,0.7467,1.04105,0.77514,0.001139,0.001139,0.001139
80,11097,1.42378,1.0326,1.46771,0.85111,0.79629,0.85868,0.44757,0.7464,1.01988,0.77428,0.0010895,0.0010895,0.0010895
81,11234.5,1.42717,1.04087,1.47708,0.8637,0.80265,0.86569,0.4475,0.74626,0.99048,0.77389,0.00104,0.00104,0.00104
82,11368.8,1.40437,1.01889,1.45604,0.8648,0.80265,0.86334,0.44917,0.74531,0.97958,0.77367,0.0009905,0.0009905,0.0009905
83,11504.6,1.40371,1.02864,1.45543,0.8636,0.80265,0.86418,0.44782,0.7477,0.97274,0.7755,0.000941,0.000941,0.000941
84,11639.7,1.39924,1.00645,1.44847,0.85646,0.80152,0.86606,0.44945,0.74597,0.95288,0.77396,0.0008915,0.0008915,0.0008915
85,11769.6,1.38342,1.01542,1.44939,0.85976,0.8032,0.8684,0.45055,0.74509,0.93338,0.77276,0.000842,0.000842,0.000842
86,11902,1.37664,1.00193,1.4432,0.8569,0.80439,0.86849,0.4503,0.74455,0.92064,0.77242,0.0007925,0.0007925,0.0007925
87,12035.2,1.37653,0.99854,1.43472,0.85701,0.79934,0.86611,0.44957,0.74423,0.91775,0.77186,0.000743,0.000743,0.000743
88,12167.4,1.36844,0.98247,1.42586,0.85265,0.80265,0.86896,0.45088,0.74421,0.9057,0.77215,0.0006935,0.0006935,0.0006935
89,12298.5,1.35868,0.97209,1.42799,0.84453,0.801,0.86812,0.45227,0.74369,0.90064,0.77175,0.000644,0.000644,0.000644
90,12432.3,1.35063,0.9765,1.41985,0.84291,0.80085,0.86711,0.45222,0.74403,0.89256,0.77158,0.0005945,0.0005945,0.0005945
91,12601.8,1.32339,0.79837,1.4364,0.843,0.80265,0.86743,0.4513,0.74416,0.87489,0.77151,0.000545,0.000545,0.000545
92,12738.2,1.29095,0.76375,1.41397,0.84108,0.80265,0.86859,0.45265,0.74352,0.84772,0.77132,0.0004955,0.0004955,0.0004955
93,12879.1,1.28725,0.76646,1.41618,0.8416,0.79934,0.86799,0.45327,0.74383,0.82447,0.77174,0.000446,0.000446,0.000446
94,13016.1,1.26894,0.74569,1.39807,0.84188,0.81233,0.86918,0.45525,0.7426,0.80038,0.77155,0.0003965,0.0003965,0.0003965
95,13146.7,1.26611,0.74647,1.39707,0.84664,0.81478,0.87102,0.45775,0.74204,0.78492,0.77223,0.000347,0.000347,0.000347
96,13277.3,1.24996,0.73646,1.38644,0.84249,0.81608,0.87103,0.45847,0.74106,0.77042,0.77239,0.0002975,0.0002975,0.0002975
97,13410.7,1.24516,0.73698,1.38271,0.84137,0.80924,0.8707,0.45907,0.74001,0.75697,0.77201,0.000248,0.000248,0.000248
98,13542.9,1.23029,0.72404,1.3728,0.84215,0.80517,0.87123,0.45959,0.73921,0.74693,0.77188,0.0001985,0.0001985,0.0001985
99,13672.1,1.22298,0.71768,1.36465,0.84381,0.80633,0.87305,0.46074,0.73915,0.7316,0.77219,0.000149,0.000149,0.000149
100,13801,1.22396,0.71292,1.37073,0.84262,0.80799,0.87271,0.4623,0.73863,0.72598,0.77231,9.95e-05,9.95e-05,9.95e-05
