epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,5372.72,1.29362,0.87463,1.16102,0.8764,0.83748,0.89248,0.49436,0.69111,0.55,0.62969,6.139e-05,6.139e-05,6.139e-05
41,5507.13,1.29115,0.87244,1.15437,0.87703,0.82794,0.89103,0.49208,0.70459,0.53643,0.63309,6.04e-05,6.04e-05,6.04e-05
42,5641.2,1.28262,0.85567,1.15554,0.8685,0.86529,0.90146,0.50372,0.69142,0.52309,0.62109,5.941e-05,5.941e-05,5.941e-05
43,5775.59,1.2793,0.84987,1.15408,0.89438,0.85664,0.909,0.50508,0.69798,0.44605,0.63123,5.842e-05,5.842e-05,5.842e-05
44,5908.37,1.27138,0.84641,1.153,0.8861,0.83864,0.90336,0.50046,0.69332,0.56643,0.62932,5.743e-05,5.743e-05,5.743e-05
45,6042.16,1.26691,0.84178,1.14803,0.86815,0.84577,0.89316,0.49924,0.7033,0.48463,0.63168,5.644e-05,5.644e-05,5.644e-05
46,6174.77,1.26519,0.84253,1.14775,0.86747,0.8607,0.90344,0.50356,0.69577,0.50361,0.63023,5.545e-05,5.545e-05,5.545e-05
47,6308.7,1.25414,0.83103,1.13683,0.88782,0.8408,0.90723,0.50739,0.69485,0.49799,0.62664,5.446e-05,5.446e-05,5.446e-05
48,6439.69,1.25215,0.83062,1.14011,0.87951,0.85945,0.91185,0.5087,0.69854,0.54775,0.62763,5.347e-05,5.347e-05,5.347e-05
49,6571.61,1.24057,0.816,1.13311,0.87582,0.87728,0.90761,0.51159,0.69577,0.52185,0.62699,5.248e-05,5.248e-05,5.248e-05
50,6702,1.24854,0.82122,1.13469,0.88606,0.85904,0.91014,0.50433,0.70257,0.4693,0.63481,5.149e-05,5.149e-05,5.149e-05
51,6832.99,1.23273,0.81007,1.13348,0.89775,0.85406,0.90866,0.50684,0.69833,0.51151,0.63324,5.05e-05,5.05e-05,5.05e-05
52,6964.77,1.23821,0.81397,1.1321,0.89128,0.87009,0.9095,0.50576,0.70332,0.46247,0.6339,4.951e-05,4.951e-05,4.951e-05
53,7095.54,1.22675,0.80023,1.12906,0.89415,0.86852,0.90935,0.50429,0.69863,0.4671,0.63435,4.852e-05,4.852e-05,4.852e-05
54,7227.43,1.21977,0.80092,1.1275,0.88096,0.85907,0.89947,0.50412,0.69838,0.47746,0.63084,4.753e-05,4.753e-05,4.753e-05
55,7365.42,1.21957,0.80356,1.12823,0.90224,0.85714,0.90221,0.50465,0.69679,0.48165,0.63486,4.654e-05,4.654e-05,4.654e-05
56,7511.57,1.21554,0.79423,1.12174,0.89468,0.8607,0.90707,0.50469,0.69799,0.50071,0.63167,4.555e-05,4.555e-05,4.555e-05
57,7652.72,1.21228,0.79014,1.11784,0.89052,0.87231,0.90588,0.50566,0.701,0.43931,0.63262,4.456e-05,4.456e-05,4.456e-05
58,7795.45,1.20879,0.78819,1.11465,0.89219,0.8607,0.90602,0.50628,0.69534,0.4348,0.63093,4.357e-05,4.357e-05,4.357e-05
59,7932.94,1.19376,0.77567,1.10823,0.89793,0.84618,0.90259,0.50797,0.69413,0.45558,0.62736,4.258e-05,4.258e-05,4.258e-05
