epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,141.832,2.00713,2.41121,1.71506,0.46501,0.37148,0.35423,0.13349,0.9674,2.08372,0.89679,0.0668828,0.000166418,0.000166418
2,281.182,1.87938,1.86085,1.59937,0.60616,0.46434,0.49544,0.19773,0.95857,2.61902,0.86286,0.0337129,0.000329787,0.000329787
3,416.25,1.81891,1.72533,1.56254,0.64188,0.58555,0.63006,0.27053,0.82978,5.61895,0.75044,0.000539607,0.000489856,0.000489856
4,550.519,1.78651,1.6544,1.54569,0.6709,0.59501,0.63947,0.27569,0.85058,2.96435,0.77447,0.00048515,0.00048515,0.00048515
5,685.918,1.73757,1.55153,1.50717,0.75144,0.64013,0.70585,0.31865,0.83798,2.19051,0.75528,0.0004802,0.0004802,0.0004802
6,813.18,1.71633,1.50835,1.49314,0.73329,0.63018,0.69884,0.32482,0.82357,1.14542,0.7292,0.00047525,0.00047525,0.00047525
7,944.968,1.69649,1.4575,1.47541,0.75172,0.67496,0.74239,0.31671,0.83912,1.55822,0.74575,0.0004703,0.0004703,0.0004703
8,1077.55,1.67939,1.42176,1.46641,0.69712,0.69086,0.71159,0.32934,0.8153,2.90471,0.72936,0.00046535,0.00046535,0.00046535
9,1211.9,1.6589,1.38708,1.45196,0.72796,0.69486,0.73798,0.35412,0.80938,2.01243,0.72753,0.0004604,0.0004604,0.0004604
10,1343.79,1.64166,1.344,1.43405,0.72728,0.70319,0.74454,0.35679,0.79601,1.97786,0.72411,0.00045545,0.00045545,0.00045545
11,1479.35,1.62831,1.31225,1.41547,0.76247,0.68672,0.76958,0.37066,0.7731,1.92337,0.70386,0.0004505,0.0004505,0.0004505
12,1618.41,1.59869,1.2859,1.40437,0.75291,0.73776,0.78458,0.36919,0.80103,1.16627,0.71301,0.00044555,0.00044555,0.00044555
13,1754.34,1.6,1.25304,1.39743,0.80301,0.73686,0.81097,0.38566,0.7945,0.84031,0.70972,0.0004406,0.0004406,0.0004406
14,1892.2,1.57304,1.232,1.37842,0.82255,0.77639,0.83031,0.39937,0.78272,2.77388,0.70548,0.00043565,0.00043565,0.00043565
15,2027.33,1.57474,1.22156,1.38122,0.82895,0.73942,0.81605,0.39913,0.76922,1.22912,0.70009,0.0004307,0.0004307,0.0004307
16,2169.92,1.56652,1.20653,1.37828,0.81606,0.76285,0.83955,0.39686,0.79274,1.14942,0.71346,0.00042575,0.00042575,0.00042575
17,2305.85,1.54084,1.18354,1.35848,0.81967,0.76889,0.82803,0.43195,0.75066,1.21505,0.68354,0.0004208,0.0004208,0.0004208
18,2444.67,1.53361,1.17259,1.35707,0.83849,0.80265,0.8474,0.41075,0.78071,1.36583,0.69409,0.00041585,0.00041585,0.00041585
19,2580.07,1.53813,1.15863,1.35006,0.85703,0.76617,0.85474,0.43722,0.74141,1.49434,0.67706,0.0004109,0.0004109,0.0004109
20,2716.05,1.52036,1.15458,1.35418,0.81052,0.79436,0.85164,0.4319,0.7717,1.21263,0.69545,0.00040595,0.00040595,0.00040595
21,2850.38,1.5103,1.13738,1.33778,0.82024,0.80431,0.85395,0.41649,0.76728,1.94754,0.69006,0.000401,0.000401,0.000401
22,2988.39,1.49423,1.1093,1.33286,0.8402,0.80218,0.8508,0.42697,0.76899,1.15813,0.69437,0.00039605,0.00039605,0.00039605
23,3122.38,1.48377,1.09463,1.32495,0.83815,0.76435,0.84083,0.42328,0.77373,0.72284,0.68878,0.0003911,0.0003911,0.0003911
24,3254.48,1.48199,1.08156,1.32024,0.82543,0.80763,0.86128,0.44983,0.73581,1.20165,0.66982,0.00038615,0.00038615,0.00038615
25,3382.49,1.47905,1.08204,1.31728,0.82057,0.80391,0.85533,0.44984,0.73073,0.68687,0.66753,0.0003812,0.0003812,0.0003812
26,3512.25,1.45763,1.06732,1.30924,0.8423,0.82587,0.87419,0.44608,0.75448,0.74782,0.68091,0.00037625,0.00037625,0.00037625
27,3641.44,1.4482,1.0416,1.29983,0.8581,0.78224,0.85104,0.44811,0.74257,0.82206,0.67959,0.0003713,0.0003713,0.0003713
