epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,144.121,2.01087,2.47547,1.68147,0.59094,0.21725,0.31594,0.12477,1.01663,1.55251,0.94921,0.0667497,3.32836e-05,3.32836e-05
2,279.248,1.85786,1.8776,1.53042,0.63589,0.60242,0.61343,0.24711,0.83656,4.99583,0.73057,0.033449,6.59574e-05,6.59574e-05
3,426.893,1.75077,1.65195,1.44348,0.70983,0.63847,0.70122,0.32153,0.77505,4.32291,0.68543,0.000147722,9.79712e-05,9.79712e-05
4,568.069,1.69997,1.52289,1.41145,0.77047,0.70699,0.75332,0.34034,0.77208,1.72327,0.68089,9.703e-05,9.703e-05,9.703e-05
5,721.2,1.63954,1.43317,1.37591,0.76194,0.71476,0.75179,0.34811,0.75338,4.77299,0.66643,9.604e-05,9.604e-05,9.604e-05
6,873.261,1.63141,1.39235,1.3652,0.76458,0.70018,0.75832,0.36041,0.76642,2.77959,0.67068,9.505e-05,9.505e-05,9.505e-05
7,1009.72,1.61009,1.33973,1.34902,0.73306,0.75456,0.78489,0.35651,0.791,2.38659,0.68814,9.406e-05,9.406e-05,9.406e-05
8,1156.38,1.5936,1.29649,1.33219,0.78857,0.76697,0.80319,0.39313,0.75275,3.80454,0.66607,9.307e-05,9.307e-05,9.307e-05
9,1296.63,1.56912,1.28102,1.31998,0.79289,0.75456,0.82307,0.40759,0.75542,0.92917,0.66322,9.208e-05,9.208e-05,9.208e-05
10,1434.98,1.55456,1.24542,1.30987,0.83085,0.7529,0.82317,0.39884,0.76572,1.66209,0.67229,9.109e-05,9.109e-05,9.109e-05
11,1573.66,1.54567,1.21649,1.303,0.81026,0.7529,0.82443,0.41632,0.75847,0.7522,0.66556,9.01e-05,9.01e-05,9.01e-05
