epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,5487.25,1.3612,0.94301,1.25841,0.85666,0.82262,0.87604,0.48219,0.71457,0.5105,0.66451,0.0005941,0.0005941,0.0005941
43,5622.46,1.35335,0.93499,1.25837,0.83818,0.83325,0.88052,0.4864,0.7183,0.62855,0.66533,0.0005842,0.0005842,0.0005842
44,5763.25,1.3434,0.91417,1.24846,0.87351,0.80763,0.88091,0.48549,0.71563,0.71794,0.66288,0.0005743,0.0005743,0.0005743
45,5895.47,1.34177,0.91461,1.25025,0.86585,0.82255,0.88174,0.47893,0.72641,0.71044,0.66728,0.0005644,0.0005644,0.0005644
46,6029.82,1.32486,0.91533,1.23928,0.8637,0.80916,0.87985,0.48776,0.7122,0.56777,0.66596,0.0005545,0.0005545,0.0005545
47,6166.43,1.32398,0.89593,1.23351,0.87472,0.83416,0.89539,0.49441,0.71624,0.5932,0.66929,0.0005446,0.0005446,0.0005446
48,6303.87,1.31802,0.89721,1.23174,0.86325,0.83752,0.88723,0.48943,0.71315,0.57256,0.66854,0.0005347,0.0005347,0.0005347
49,6441.16,1.32018,0.88732,1.23131,0.85318,0.84804,0.89237,0.49408,0.70577,0.49514,0.66471,0.0005248,0.0005248,0.0005248
50,6581.93,1.31026,0.88231,1.22253,0.87753,0.83179,0.89172,0.49577,0.70394,0.55541,0.6597,0.0005149,0.0005149,0.0005149
51,6727.98,1.28977,0.87569,1.22296,0.85543,0.83408,0.88944,0.49176,0.71443,0.54345,0.66991,0.000505,0.000505,0.000505
52,6869.15,1.2962,0.87913,1.22074,0.87014,0.84453,0.89135,0.49619,0.71112,0.50171,0.66843,0.0004951,0.0004951,0.0004951
53,7012.2,1.2889,0.85421,1.21554,0.87475,0.84577,0.89565,0.4999,0.70648,0.47928,0.66461,0.0004852,0.0004852,0.0004852
54,7146.93,1.27571,0.85049,1.20942,0.87876,0.84143,0.89994,0.49995,0.70582,0.48617,0.66035,0.0004753,0.0004753,0.0004753
55,7283.78,1.27065,0.85807,1.20701,0.86407,0.84337,0.89168,0.49716,0.71022,0.53247,0.66368,0.0004654,0.0004654,0.0004654
56,7420.7,1.2703,0.84292,1.20317,0.87334,0.84743,0.89636,0.49857,0.71138,0.56043,0.66745,0.0004555,0.0004555,0.0004555
57,7562.55,1.26494,0.84355,1.20178,0.8938,0.83742,0.89896,0.49898,0.71107,0.5365,0.66735,0.0004456,0.0004456,0.0004456
58,7695.84,1.26243,0.83464,1.19674,0.8926,0.84078,0.89978,0.50052,0.71094,0.60033,0.66957,0.0004357,0.0004357,0.0004357
59,7829.82,1.24511,0.81736,1.18588,0.85628,0.85961,0.89375,0.50055,0.70803,0.54053,0.66734,0.0004258,0.0004258,0.0004258
